ID	States_number	Prod_of_ZEB1	Prod_of_miR200	Prod_of_PDL1	Prod_of_CDH1	Prod_of_SLUG	Deg_of_ZEB1	Deg_of_miR200	Deg_of_PDL1	Deg_of_CDH1	Deg_of_SLUG	Trd_of_miR200ToZEB1	Num_of_miR200ToZEB1	Inh_of_miR200ToZEB1	Trd_of_ZEB1ToZEB1	Num_of_ZEB1ToZEB1	Act_of_ZEB1ToZEB1	Trd_of_CDH1ToZEB1	Num_of_CDH1ToZEB1	Inh_of_CDH1ToZEB1	Trd_of_SLUGToZEB1	Num_of_SLUGToZEB1	Act_of_SLUGToZEB1	Trd_of_ZEB1TomiR200	Num_of_ZEB1TomiR200	Inh_of_ZEB1TomiR200	Trd_of_SLUGTomiR200	Num_of_SLUGTomiR200	Inh_of_SLUGTomiR200	Trd_of_miR200ToPDL1	Num_of_miR200ToPDL1	Inh_of_miR200ToPDL1	Trd_of_PDL1ToCDH1	Num_of_PDL1ToCDH1	Inh_of_PDL1ToCDH1	Trd_of_ZEB1ToCDH1	Num_of_ZEB1ToCDH1	Inh_of_ZEB1ToCDH1	Trd_of_SLUGToCDH1	Num_of_SLUGToCDH1	Inh_of_SLUGToCDH1	Trd_of_miR200ToSLUG	Num_of_miR200ToSLUG	Inh_of_miR200ToSLUG	Trd_of_SLUGToSLUG	Num_of_SLUGToSLUG	Act_of_SLUGToSLUG
1221	3	74.871619	37.067711	39.133283	33.441035	86.159794	0.567662	0.338577	0.889307	0.52766	0.233083	0.449878	4	0.025142	0.440972	1	61.290379	1.248904	4	0.029243	13.823946	1	42.019537	0.422523	1	0.014616	11.518648	1	0.135772	2.889282	3	0.034497	13.919836	6	0.048151	0.069632	2	0.02684	0.507398	5	0.022719	5.865236	5	0.034799	13.313495	5	53.861017
1222	3	73.920512	78.343127	95.166262	24.661924	99.731074	0.71717	0.499371	0.598165	0.697125	0.389303	0.749565	2	0.011549	1.148731	6	97.256397	2.125948	3	0.027059	1.956576	2	67.587861	0.583203	3	0.029534	12.222368	3	0.010881	4.117758	5	0.01053	1.692817	5	0.1905	1.443945	2	0.018258	16.695745	3	0.018873	9.357727	4	0.040255	10.871455	1	13.234951
1223	3	30.341638	99.841117	25.450362	77.710997	42.625201	0.305705	0.649935	0.300323	0.246874	0.294495	8.537547	6	0.063427	1.244434	3	54.08139	2.771919	2	0.012029	12.742304	1	19.76702	1.568965	2	0.012239	2.715173	6	0.036682	1.513048	3	0.022463	44.77506	5	0.071239	0.542372	2	0.015901	10.334191	3	0.080461	6.274084	3	0.014738	14.433716	5	3.200772
1224	3	62.968566	92.161718	19.429804	53.721903	87.09141	0.115117	0.683086	0.199783	0.472245	0.152841	12.066986	6	0.035673	0.114677	5	35.457774	3.241805	4	0.055862	9.03907	1	80.991756	1.077164	4	0.095806	2.122909	3	0.022449	2.4735	2	0.018687	17.900718	4	0.015391	1.162793	6	0.014522	12.253874	3	0.011449	4.889479	5	0.024582	16.345102	2	91.473276
1225	3	6.705073	63.891172	1.085433	80.946964	33.727283	0.828309	0.600281	0.817799	0.631838	0.563815	12.589172	6	0.012348	0.919057	5	61.335561	1.900866	6	0.011397	18.292596	2	32.859297	0.301158	2	0.030344	0.423613	3	0.011714	4.792138	4	0.019983	14.680386	6	0.016285	0.895984	1	0.012519	1.00276	6	0.018988	12.018525	3	0.017497	16.374404	4	80.155745
1248	3	55.35765	25.314489	5.673667	64.143832	71.141107	0.898333	0.937946	0.690086	0.956249	0.369911	5.535613	5	0.172139	0.760788	4	6.933715	0.558194	1	0.04313	1.337447	6	55.48633	0.372848	4	0.22113	16.078075	3	0.012316	7.30783	4	0.020723	9.130949	5	0.010232	0.3505	4	0.017545	15.716783	4	0.117868	5.93844	3	0.086665	7.279533	6	51.753939
1251	3	73.849777	18.501231	94.872928	42.963705	81.810191	0.887875	0.981206	0.964343	0.441539	0.67677	9.274391	2	0.017663	0.425872	1	19.620535	1.028446	6	0.045138	2.929091	1	34.608297	1.493058	5	0.122672	13.011741	5	0.012087	3.818875	5	0.016899	23.181593	6	0.110515	0.62104	4	0.011494	6.256754	6	0.023624	12.24952	1	0.033403	15.849496	5	23.620371
1253	3	32.265099	15.492328	18.223201	71.82215	17.690938	0.489909	0.604967	0.626176	0.398996	0.175906	7.309964	1	0.040711	1.498235	4	67.122047	1.057661	2	0.086967	12.946507	5	97.558265	0.444544	1	0.020243	5.605802	1	0.107825	9.386017	2	0.015563	21.447012	6	0.014448	0.534712	3	0.046939	9.253485	2	0.044491	4.637475	6	0.011988	9.721428	3	28.363267
1255	3	53.464624	98.371306	90.901723	6.571359	56.16617	0.55547	0.546485	0.250882	0.821929	0.987748	6.236218	4	0.017309	0.295383	3	86.843199	3.096673	1	0.078192	1.268379	2	38.894261	1.021798	5	0.018643	2.658811	6	0.016456	7.039146	2	0.167508	4.841265	4	0.01128	0.593098	5	0.038162	2.816736	4	0.041121	8.109484	3	0.019929	17.523668	6	38.331301
1258	3	60.233206	72.984484	43.44941	30.985966	66.415306	0.943461	0.545977	0.235104	0.559066	0.453043	11.48949	2	0.040125	1.539079	4	42.927309	3.212822	1	0.013968	3.104388	1	70.89044	0.341581	2	0.022468	9.374136	6	0.018768	8.485021	3	0.017775	35.587556	4	0.011584	0.726073	3	0.022132	2.971068	6	0.025737	10.554901	2	0.012336	18.394417	6	24.184884
1262	3	89.9141	18.494389	14.549317	81.283813	86.034678	0.802239	0.694149	0.686323	0.576141	0.789689	4.896938	5	0.070434	0.365892	5	54.284753	1.191835	3	0.013124	5.341966	5	98.369901	0.54921	1	0.048101	13.070678	1	0.153311	5.922663	3	0.012324	12.862531	6	0.018788	0.533666	1	0.045737	10.348582	6	0.157678	10.027057	5	0.011456	3.785691	6	77.570022
1263	3	56.944117	21.315312	2.857664	12.441803	86.497059	0.966591	0.881964	0.387344	0.135569	0.694575	13.031143	6	0.39014	0.309027	6	86.980753000000007	2.504063	4	0.020516	6.643864	4	10.129045	0.695042	1	0.079135	11.288387	3	0.018034	7.416639	3	0.012982	12.306384	5	0.04903	0.351849	6	0.010569	7.395201	4	0.012869	2.684887	2	0.014298	3.386088	5	55.849327
1271	3	68.654767	43.234875	38.587054	16.494538	40.481397	0.968356	0.392465	0.112257	0.381762	0.164716	13.171463	3	0.019164	0.666964	4	34.294845	3.676587	1	0.027642	3.86659	4	44.370429	0.060794	1	0.012445	15.119249	1	0.034147	11.261476	6	0.018908	5.739579	6	0.115749	0.997775	2	0.022448	12.263497	6	0.035183	2.803422	4	0.017073	2.438672	6	12.296071
1279	3	13.99927	30.820796	17.840573	69.523319	83.289652	0.317059	0.955771	0.611826	0.135231	0.845628	0.309701	3	0.017446	0.29791	5	54.778224	3.160279	6	0.010612	7.75839	1	96.951979	0.689231	6	0.012486	16.255349	2	0.028574	9.319591	6	0.01214	8.789116	4	0.017418	1.243057	4	0.015979	11.611095	5	0.024032	6.790834	3	0.021164	2.419826	4	51.486029
1282	3	19.21663	83.335642000000007	80.808107	47.354847	20.690538	0.94791	0.334883	0.370305	0.413433	0.137111	2.457366	4	0.050016	0.938982	3	86.631114	0.757321	6	0.544236	18.240539	2	14.906959	0.423245	6	0.316119	9.059683	4	0.012955	10.101723	6	0.010942	21.599254	6	0.040717	0.590024	6	0.019868	4.946452	3	0.013744	7.746664	6	0.016831	5.194368	6	2.83804
1284	3	15.739209	43.315403	40.387993	34.589032	71.059139	0.534912	0.469142	0.963344	0.765729	0.95855	1.655436	5	0.124943	1.273374	4	33.193116	0.169838	5	0.011667	13.860111	3	35.262432	1.587026	3	0.011276	6.781215	5	0.063259	10.55225	1	0.015974	35.330897	6	0.016384	0.336829	5	0.013617	2.840874	1	0.013385	10.567097	1	0.014233	16.49714	5	99.691503
1296	3	77.975316	9.736649	88.045081	18.013298	3.285112	0.294276	0.293347	0.171464	0.970831	0.296214	3.320737	4	0.011131	0.689441	1	54.677778000000004	0.920654	1	0.12966	10.651661	6	47.345646	1.13018	4	0.015639	2.406323	1	0.021098	0.597567	6	0.039308	16.722107	2	0.015335	0.623711	2	0.026249	15.894861	4	0.105829	1.167757	6	0.011574	4.028463	5	16.767081
1303	3	83.680028	92.690668	73.141173	58.569965	74.040039	0.140718	0.566081	0.392104	0.708491	0.903016	9.982452	1	0.012714	0.740796	4	57.525973	1.778021	5	0.014006	2.971513	2	69.61716	0.235227	5	0.087018	3.004233	5	0.056644	0.632499	1	0.030752	44.015895	4	0.013814	1.488235	6	0.01748	18.161372	5	0.014333	7.962393	1	0.044897	15.889168	5	77.235066
1312	3	36.925897	96.249157	4.017281	15.539306	80.681089	0.494919	0.408588	0.378454	0.788877	0.574375	1.279694	3	0.01212	0.484739	6	82.876777	3.778805	3	0.012444	1.440779	4	23.971929	0.860823	2	0.022286	1.509156	5	0.061735	12.753034	3	0.015222	39.212581	5	0.029352	1.128885	2	0.045908	7.835026	3	0.013535	8.502951	1	0.029127	17.842822	1	33.605315
1315	3	77.783181	89.691895	43.350058	49.315981	84.402185	0.367059	0.556198	0.608247	0.368687	0.354028	12.002794	4	0.015032	0.110516	6	95.059213	2.481383	2	0.039938	13.207793	1	23.303014	0.540988	5	0.010401	1.088856	4	0.21303	9.582676	2	0.029072	11.280275	2	0.84631	0.770245	2	0.047706	8.655121	2	0.153652	12.961413	4	0.017256	4.847527	5	59.817757
1318	3	55.440059	85.148726	82.176843	49.944705	55.524105	0.584245	0.369435	0.708564	0.487091	0.967006	8.28537	4	0.015201	1.258286	4	1.534422	0.103744	4	0.013388	11.01438	6	47.962276	0.055955	6	0.020569	18.282078	3	0.040826	4.343134	4	0.012694	21.033375	6	0.022275	0.302124	5	0.021949	3.870223	3	0.04014	7.13823	4	0.020726	8.139952	4	57.971452
1324	3	30.487614	24.654531	89.753552	52.190053	97.399107	0.608468	0.236509	0.46771	0.469345	0.880044	3.274622	6	0.038276	1.062796	6	26.624034	3.255315	6	0.013727	13.061746	4	30.105274	0.148842	1	0.010124	18.33266	2	0.015258	8.056804	5	0.056542	12.524842	4	0.015437	0.628801	3	0.011122	12.531123	5	0.051747	9.108161	2	0.056163	3.88911	5	12.158843
1337	3	74.95927	21.616815	48.179505	52.29396	63.282471	0.326521	0.475395	0.84163	0.227051	0.325441	12.43879	5	0.010258	0.461189	3	69.315755	2.171359	4	0.033337	7.928288	4	16.355031	0.998085	1	0.014578	16.150045	5	0.164808	11.980433	5	0.047777	18.868188	6	0.021853	0.686621	6	0.035019	5.567873	6	0.01134	4.707635	3	0.035191	11.568041	6	75.884928
1340	3	54.843521	94.716226	18.273459	69.856455	32.727961	0.58523	0.206962	0.44722	0.650023	0.509666	7.668495	3	0.011381	0.963613	2	96.474925	2.401432	6	0.020513	1.148359	5	79.282588	1.188084	3	0.013898	10.08127	4	0.018714	7.938243	6	0.011657	41.989828	3	0.014376	0.44135	6	0.01132	17.723189	1	0.066043	11.549619	1	0.010354	6.983425	5	38.230857
1341	3	70.520863	38.175555	54.743295	89.462184	51.102179	0.761885	0.902978	0.465945	0.956027	0.668641	7.045102	6	0.02383	0.899324	6	23.142952	0.268144	5	0.017379	0.237052	1	83.707168	0.649894	1	0.015036	14.22058	5	0.01224	10.676721	1	0.135735	26.640593	3	0.014606	1.156053	3	0.043465	16.523468	1	0.036453	9.158751	2	0.026214	10.49877	2	37.92665
1345	3	66.066045	34.916487	35.85141	28.779842	58.415766	0.526278	0.523588	0.858505	0.73834	0.10864	1.36467	5	0.053143	1.275932	5	26.840438	0.175588	5	0.042968	13.130233	4	98.652639	0.441021	4	0.031419	15.457758	2	0.018416	10.740499	4	0.02441	42.070349	3	0.018857	0.255497	3	0.010759	9.29854	1	0.015354	10.751701	4	0.027369	14.851294	5	84.451167
1350	3	90.989208	27.633404	73.427996	62.941035	77.246429	0.443539	0.213223	0.866102	0.575459	0.535031	7.311379	1	0.02445	1.09304	1	43.696867	1.847643	4	0.011953	12.853462	3	22.224027	1.457434	4	0.014279	6.621711	3	0.016072	2.04195	3	0.106475	35.501225	3	0.01258	0.099165	4	0.011988	3.780687	4	0.135756	9.47043	2	0.047165	12.723238	4	95.943044
1357	3	48.56231	8.071596	53.116803	44.85266	51.579638	0.874413	0.372902	0.336754	0.768806	0.999803	4.532145	5	0.163386	0.700304	3	42.174028	1.925283	6	0.015156	12.889534	4	94.559949	1.034967	3	0.032575	11.708114	6	0.0123	10.002309	5	0.031106	38.452302	6	0.016475	1.51359	5	0.059114	16.515844	3	0.015937	11.17298	5	0.133988	4.24656	2	43.382966
1365	3	27.077745	59.39501	27.0895	13.861519	68.739227	0.654003	0.529114	0.257122	0.935483	0.903563	0.146442	2	0.016747	0.998972	6	4.233977	0.952282	5	0.053382	13.811298	2	47.703743	0.971134	5	0.021967	10.717938	4	0.021584	0.576993	6	0.023326	9.197132	1	0.013686	0.204335	3	0.059769	17.816073	3	0.01465	7.420998	4	0.018066	8.266659	4	8.956336
1366	3	71.269817	68.971231	29.075386	45.820765	31.768876	0.621697	0.47617	0.222622	0.54817	0.966477	6.330009	6	0.022819	0.858132	5	63.838902	1.365297	2	0.098612	9.225658	4	20.943342	0.913003	5	0.016359	7.160342	1	0.044221	11.733353	2	0.022921	38.477452	6	0.01511	0.651957	2	0.056657	14.164751	5	0.014787	8.307293	2	0.018067	12.81608	6	72.602933
1370	3	95.960221	7.481439	80.303143	12.31826	19.145246	0.80814	0.174987	0.621967	0.629411	0.541384	9.930374	6	0.012801	0.423424	6	95.944859	0.54044	6	0.020633	7.962276	2	82.823618	0.240518	3	0.010492	6.995894	1	0.057112	5.102072	6	0.015622	12.592533	4	0.010468	0.363567	3	0.053034	17.952075	1	0.429143	1.831258	3	0.011288	11.133026	3	33.522481
1372	3	44.531253	70.81292	86.082883	46.508333	96.263453	0.644845	0.132985	0.919034	0.689485	0.729438	11.332084	2	0.038818	0.649527	1	62.408559	1.632693	1	0.024303	6.196643	2	61.016008	0.051812	6	0.013588	17.454793	5	0.015443	6.269006	3	0.022512	23.364957	3	0.010432	0.223823	5	0.010626	3.688605	5	0.298864	10.157108	5	0.052049	3.91944	6	77.051987
1374	3	72.509136	24.631964	35.277842	58.514221	16.540475	0.305261	0.190206	0.538224	0.891775	0.201971	8.123422	5	0.088066	0.83722	5	43.083669	0.645917	3	0.014945	2.940446	3	64.653235	0.185893	4	0.014301	17.164276	5	0.011575	11.279824	1	0.020385	16.611521	3	0.074321	0.07736	4	0.025136	14.64462	3	0.029979	0.315906	5	0.013906	8.563448	6	26.570357
1379	3	56.994962	34.946298	90.254055	73.182018	41.9698	0.275493	0.615957	0.561934	0.359842	0.673987	5.978108	1	0.015294	1.028302	2	44.290095	0.460638	1	0.023661	0.581191	5	43.647261	1.377299	5	0.010672	1.094086	2	0.036106	6.025678	5	0.031391	38.887831	5	0.020144	0.077621	4	0.028057	12.712669	6	0.031308	4.118151	4	0.019469	5.832479	4	75.655765
1380	3	73.592227	85.775816	71.180682	4.48558	36.243528	0.668391	0.77288	0.33757	0.85415	0.683825	6.768639	2	0.042244	0.084081	4	12.246588	3.512254	6	0.137428	0.286912	5	13.981191	0.432639	6	0.021418	1.685485	2	0.039271	12.305007	3	0.01083	39.448574	3	0.010309	0.943725	4	0.034216	17.382482	5	0.011097	3.666162	3	0.023217	7.140202	6	77.36141
1387	3	61.163298	4.024963	94.744307	9.843186	46.859616	0.441699	0.787285	0.481971	0.399244	0.640139	5.708151	6	0.084459	1.061672	5	11.083344	2.744504	2	0.0117	16.711848	6	61.543639	0.204253	1	0.025468	11.848316	6	0.010071	12.790425	6	0.018288	7.255173	1	0.142702	0.813115	2	0.010803	13.342445	4	0.034682	2.103052	6	0.028668	12.885464	4	57.947566
1394	3	46.960603	20.94819	65.33882	63.674212	18.792555	0.496596	0.70179	0.692727	0.775055	0.385169	8.719442	3	0.034739	0.565769	1	66.498748	3.700853	2	0.022365	2.897138	4	27.485517	1.401299	6	0.010278	12.259252	2	0.014867	10.523117	3	0.018173	42.70042	3	0.021882	0.625168	3	0.030478	1.855117	5	0.011965	1.653104	4	0.033613	6.343107	5	54.66263
1407	3	61.584135	63.00075	67.633088	18.434032	71.933065	0.337401	0.449204	0.476826	0.139827	0.401884	9.490544	4	0.085098	1.068102	5	14.6297	0.975797	2	0.010645	1.549375	2	66.876771	0.092901	3	0.032949	17.802442	5	0.055254	5.533572	3	0.013893	4.561651	4	0.023611	0.282336	6	0.011309	7.557736	6	0.010571	4.451014	6	0.019336	9.785031	5	93.36336
1415	3	53.29255	32.211067	23.932722	69.647014	60.004809	0.164272	0.244456	0.348118	0.221468	0.839169	11.020313	6	0.031274	1.378172	4	95.506165	1.095456	1	0.022073	17.632462	1	67.825289	1.254254	3	0.015006	0.841295	6	0.010575	12.157689	2	0.021197	40.583708	6	0.014845	1.036388	3	0.015807	13.173121	5	0.016943	3.054251	3	0.01152	10.359269	5	53.948497
1416	3	14.875742	31.386534	35.755567	9.474203	54.148337	0.865197	0.548251	0.549648	0.931414	0.99695	0.712121	4	0.014068	0.779963	6	32.204167	3.603164	1	0.030239	6.026604	2	27.091676	1.209395	3	0.010509	8.869098	3	0.015237	7.504254	3	0.020368	1.569441	1	0.044344	1.212823	1	0.011623	7.082573	6	0.047244	9.467744	2	0.013103	11.415758	5	65.834843
1417	3	80.930259	31.603533	11.367784	42.898497	25.5514	0.105317	0.449083	0.457155	0.578893	0.283421	9.824168	2	0.01425	1.061783	6	59.444322	2.349312	1	0.035087	0.219951	4	48.800734	1.511027	5	0.010422	15.39717	2	0.122231	5.214787	5	0.039358	35.502408	3	0.020337	0.889525	5	0.091267	6.566842	5	0.029678	4.726671	3	0.02633	13.944889	4	95.512402
1418	3	67.169084	20.922968	51.873464	81.190258	84.153647	0.965511	0.818896	0.203849	0.54372	0.667396	8.353937	4	0.030687	1.004125	5	69.079218	2.392512	5	0.012799	14.852562	4	8.644418	1.16028	4	0.015571	6.161666	3	0.016665	8.646293	3	0.015543	34.424852	1	0.019981	0.607301	5	0.015978	5.429655	4	0.016441	2.430826	2	0.011413	11.496435	4	63.041295
1425	3	18.645282	71.708247	48.059455	22.575115	45.432925	0.925748	0.875516	0.432523	0.356973	0.113093	8.867171	1	0.022224	1.502482	3	66.245633	0.38939	2	0.040698	13.000444	2	70.033011	1.437143	4	0.028749	7.138061	5	0.021002	1.422001	6	0.013125	39.770561	4	0.19848	0.876766	5	0.022759	6.478018	4	0.016455	1.189671	6	0.012446	4.687049	3	5.210188
1429	3	94.586953	75.387306	37.385857	63.067256	31.172304	0.21436	0.592611	0.471576	0.123998	0.373927	11.944117	5	0.011989	0.501756	3	38.471395	1.773192	5	0.056666	7.744815	4	46.58133	0.489164	2	0.012832	1.112771	3	0.033601	4.835108	3	0.084923	24.041291	6	0.01031	0.341956	1	0.037479	17.937209	3	0.014787	1.096308	2	0.013777	9.670136	5	31.108151
1433	3	94.650585	10.286114	65.46078	21.976766	38.826869	0.151722	0.587085	0.380543	0.869475	0.39375	2.733737	4	0.023954	0.329814	1	78.034096	0.777847	5	0.010227	12.288008	6	4.153603	1.256904	6	0.018992	1.84049	2	0.013952	6.856333	3	0.017572	13.737628	2	0.012813	0.319381	1	0.014175	0.651734	6	0.011013	3.537227	3	0.021278	12.824226	5	87.281099
1439	3	92.844893	88.161348	94.377804	81.65873	7.211752	0.176561	0.763527	0.722401	0.437688	0.581562	8.184927	4	0.012286	0.187978	5	47.109562	3.399508	5	0.021904	10.25186	1	15.336684	0.663674	3	0.016907	9.719806	6	0.012923	3.894012	5	0.083325	1.389333	2	0.015666	0.169285	1	0.012719	2.72961	1	0.03112	12.873807	3	0.012296	16.088599	4	38.646961
1441	3	25.031836	74.29258	40.823867	91.559739	82.993637	0.457576	0.897869	0.697635	0.629583	0.862568	5.355238	5	0.016891	0.273462	1	81.677944	3.273225	2	0.012109	0.333602	4	80.049241	1.487548	3	0.011225	15.745894	5	0.010838	2.004768	2	0.018037	38.837902	4	0.036028	0.083951	6	0.07439	6.171452	5	0.026473	4.383012	1	0.010911	17.249622	3	31.09604
1445	3	49.068662	4.353588	11.047955	36.550112	43.054759	0.308227	0.171362	0.934369	0.914836	0.959114	1.711387	6	0.055788	0.844793	3	56.629534	0.180269	1	0.074894	3.460281	4	28.504986	1.108435	1	0.014461	12.705596	1	0.01428	9.563082	1	0.011429	51.915882	2	0.162987	1.45683	1	0.014021	8.478836	1	0.010889	12.473414	4	0.164881	10.052713	5	91.803471
1446	3	95.018443	3.004615	19.483179	48.506851	40.998838	0.668652	0.324441	0.781924	0.612498	0.691641	7.09891	2	0.019318	0.422911	6	14.439081	1.936629	4	0.017036	9.903203	1	56.79512	1.084103	4	0.029648	12.424936	1	0.011397	1.754858	5	0.015384	34.969353	1	0.012178	0.526885	5	0.030845	11.697406	3	0.063059	11.11912	3	0.013451	13.763035	6	11.433518
1451	3	14.10043	42.652652	74.720205000000007	15.948961	75.344739	0.416332	0.490415	0.402427	0.559015	0.654192	4.060662	2	0.018152	1.140262	5	74.259669	1.532508	2	0.013984	15.041106	5	77.940927	1.33648	3	0.010013	10.199079	4	0.118142	7.656366	6	0.021181	19.064135	3	0.020406	0.085032	4	0.013142	13.509726	6	0.01508	11.450472	5	0.039895	8.409952	5	24.216484
1452	3	75.160244	24.188813	30.807459	56.031376	30.284074	0.394444	0.708909	0.6696	0.192896	0.305057	3.412384	1	0.018873	1.57175	2	91.215476	0.750277	5	0.051645	6.667685	1	74.696677	0.854793	2	0.013689	17.155922	6	0.025133	11.762362	4	0.020895	28.427343	1	0.013565	1.547712	4	0.025725	17.644391	1	0.318122	2.064569	6	0.095404	15.486232	6	38.790252
1453	3	68.399596	13.222813	68.540536	88.836461	11.103966	0.45493	0.930448	0.291345	0.717485	0.200164	10.679414	1	0.016877	1.023397	3	82.321393	3.699745	4	0.010175	9.854567	5	54.214644	0.043801	1	0.010095	17.260099	4	0.013192	10.090016	6	0.024147	42.565136	6	0.140869	0.384969	5	0.121907	17.09222	3	0.010358	7.132851	1	0.01056	9.252741	5	65.102575
1462	3	66.652327	56.334673	53.384785	84.850089	51.47952	0.623473	0.308356	0.309697	0.949975	0.538499	8.598363	1	0.043944	0.164816	2	89.146737	0.271676	1	0.013771	2.082442	6	24.211408	1.497306	4	0.014958	0.301604	6	0.057818	9.70122	1	0.111289	28.609488	1	0.01505	0.49893	6	0.019135	12.583318	3	0.015495	9.644413	1	0.014457	4.94862	4	69.379985
1469	3	36.567581	27.776128	4.278317	52.358435	9.355399	0.883093	0.665759	0.743172	0.888653	0.881106	8.907472	1	0.012713	0.928345	4	23.158564	0.616062	2	0.033135	12.639024	1	33.875843	0.945883	4	0.037426	4.33178	5	0.012371	1.392988	3	0.067564	3.212286	1	0.022233	1.46264	3	0.013101	6.420526	2	0.068963	2.90843	4	0.016722	0.367008	4	6.60266
1471	3	14.513153	54.229799	84.63121	41.732038	68.698411	0.387692	0.789145	0.426623	0.180291	0.645931	7.189345	5	0.036762	0.333803	2	85.686932	1.053776	6	0.03587	17.587748	5	74.631553	0.162686	1	0.013543	15.941929	2	0.014116	6.619764	1	0.010708	38.568427	4	0.383729	0.229396	5	0.172734	13.241958	4	0.010287	4.269713	2	0.082886	1.155632	4	97.532708
1474	3	91.080476	29.969931	50.602709	11.057104	39.160659	0.253454	0.928776	0.8107	0.339824	0.666726	9.868762	2	0.028475	1.197859	4	1.98728	3.543993	5	0.012313	17.039679	1	87.764683	1.491092	5	0.065626	2.6589140000000002	6	0.010064	10.838867	5	0.010953	23.097209	1	0.010597	0.264202	2	0.01073	17.70704	2	0.018971	5.896149	4	0.021296	9.572195	4	41.843889
1475	3	75.809278	92.876276	41.759446	71.066508	24.370414	0.228418	0.875923	0.383913	0.273972	0.620107	12.127087	2	0.020957	0.263739	5	34.259217	2.502313	4	0.013714	15.393755	6	56.992268	0.751667	2	0.010948	2.423818	2	0.091802	7.993672	6	0.281668	6.456804	3	0.022724	0.355473	4	0.010694	16.722158	6	0.012864	9.67621	4	0.094827	12.926019	3	23.811017
1482	3	39.422785	4.112783	13.110941	15.299004	23.868517	0.355652	0.997251	0.468716	0.465785	0.112179	4.53842	6	0.015996	1.568717	4	48.68466	2.715243	6	0.011434	15.769117	1	27.453147	1.263217	6	0.029972	8.834583	4	0.019835	5.834131	3	0.036259	21.158521	5	0.330038	0.795752	4	0.029096	15.778368	5	0.428389	4.164187	2	0.014282	5.589169	5	92.12978
1487	3	97.114469	48.366896	72.811845	22.829763	51.081295	0.769506	0.329445	0.315606	0.849504	0.117642	10.529796	2	0.017396	0.025537	5	33.73698	1.586113	3	0.013498	4.337823	3	47.10897	0.426975	6	0.021197	12.787936	6	0.01574	0.451856	1	0.1056	48.156483	6	0.023187	0.927582	3	0.01754	16.712096	5	0.014113	12.261682	1	0.013428	17.80969	6	91.07035
1489	3	26.989999	72.104172	26.145972	9.286038	32.865373	0.308915	0.906981	0.504985	0.320456	0.5807	3.466945	3	0.024253	0.56715	4	67.517683	1.673649	4	0.020914	0.811363	2	3.878474	0.823006	5	0.012985	3.287797	1	0.01979	5.201617	4	0.046224	20.332022	6	0.03805	0.302331	6	0.01572	16.410806	5	0.017217	7.069381	3	0.011881	10.087531	5	53.131234
1496	3	24.574013	73.466407	81.930748	93.332158	97.017682	0.565214	0.780161	0.751313	0.725339	0.36526	9.987508	1	0.025414	1.046693	4	61.870484	0.106305	1	0.017157	4.945608	4	75.746539	0.102031	4	0.011826	7.18895	1	0.010284	11.5842	5	0.026039	24.855622	3	0.244173	1.198399	6	0.038265	17.995951	4	0.013554	13.267934	3	0.015991	16.842458	1	91.686207
1497	3	65.938548	72.644864	75.157749	61.634067	14.221051	0.216906	0.387265	0.799036	0.682803	0.217567	11.548273	6	0.036833	0.550834	4	41.726758	2.730697	6	0.029745	7.504288	6	95.643705	0.231174	6	0.013827	11.955895	2	0.031274	13.151167	3	0.019152	42.986186	6	0.02566	0.122787	1	0.015031	9.352289	5	0.033526	0.680128	1	0.013969	10.254709	4	88.096473
1498	3	89.575785	19.883203	48.574487	26.046785	38.590256	0.939119	0.572497	0.862904	0.141429	0.950446	3.716149	2	0.749493	0.607212	4	97.204238	0.359837	4	0.047585	12.671267	3	76.962542	1.422558	1	0.251278	15.336991	3	0.01437	7.697331	2	0.014729	47.469171	4	0.028159	0.371178	2	0.029948	7.540368	2	0.152487	3.38536	4	0.042197	0.849676	2	99.711646
1499	3	81.127744	59.463755	18.232007	83.868536	92.324966	0.666954	0.876734	0.16458	0.120908	0.610992	1.48854	3	0.016036	0.893115	3	84.294498	0.893138	3	0.01265	6.331048	5	23.410742	0.843995	5	0.015128	13.957235	2	0.13693	7.507932	6	0.016232	43.140886	3	0.029203	0.651036	2	0.013165	15.789074	2	0.084119	13.003674	6	0.046638	7.745452	4	78.166532
1505	3	64.994888	67.999441	24.265374	76.282573	47.913065	0.759439	0.498501	0.622263	0.773019	0.834495	10.429891	6	0.021406	1.358009	1	56.260294	0.144978	1	0.015574	4.398324	6	4.079111	1.147595	1	0.16333	11.539629	2	0.017371	4.566208	1	0.012949	33.445081	2	0.018188	0.717438	2	0.151814	11.341221000000001	5	0.077464	12.424522	3	0.226112	6.762343	6	80.13859
